Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Year_lastUpdated,Current Ver,Android Ver
TOOLS,4.5,70404,4.2,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.3,226295,4.2,10000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.7,88,4.2,1000,Free,0,Everyone,2017,yes,yes
COMMUNICATION,3.5,400,4.2,100000,Free,0,Everyone,2017,yes,yes
TOOLS,4.7,147,4.2,10000,Free,0,Everyone,2015,yes,yes
FAMILY,3.9,339,4.2,50000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,27,4.2,10000,Free,0,Everyone,2018,yes,yes
GAME,3.8,8,4.2,1000,Free,0,Teen,2016,yes,yes
COMMUNICATION,4.4,9,4.2,5000,Free,0,Everyone,2017,yes,yes
LIFESTYLE,4.6,518,4.2,50000,Free,0,Everyone,2017,yes,yes
TRAVEL_AND_LOCAL,4.6,68,4.2,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.1,783,4.2,100000,Free,0,Everyone,2016,yes,yes
GAME,4.1,14283,4.2,1000000,Free,0,Teen,2017,yes,yes
BUSINESS,5,1,4.2,10,Free,0,Everyone,2017,yes,yes
FAMILY,2.8,4,4.2,500,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.6,847144,4.2,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,268,4.2,50000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,3.9,1322,4.2,100000,Free,0,Everyone,2016,yes,yes
SOCIAL,5,20,4.2,10,Free,0,Teen,2018,yes,yes
COMMUNICATION,4,6,4.2,1000,Free,0,Everyone,2018,yes,yes
WEATHER,3.9,2962,4.2,100000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,166,4.2,5000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.4,3375,4.2,100000,Free,0,Everyone,2018,yes,yes
TOOLS,4.1,7,4.2,1000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,5,1,4.2,100,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.3,39,4.2,5000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.3,88,4.2,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,6396,4.2,100000,Free,0,Everyone,2017,yes,yes
FAMILY,5,2,4.2,10,Free,0,Everyone 10+,2016,yes,yes
COMICS,4.4,39,4.3,10000,Free,0,Everyone 10+,2018,yes,yes
COMMUNICATION,4.1,55098,4.3,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.4,12029,4.3,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,126017,4.3,5000000,Free,0,Everyone,2018,yes,yes
LIBRARIES_AND_DEMO,4.1,923,4.3,100000,Free,0,Everyone,2015,yes,yes
MEDICAL,4.7,10,4.3,1000,Free,0,Everyone,2018,yes,yes
TOOLS,4.6,308,4.3,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,207706,4.3,10000000,Free,0,Everyone,2017,yes,yes
TOOLS,4.4,90831,4.3,10000000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.2,112479,4.3,10000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.4,6011,4.3,500000,Free,0,Everyone,2015,yes,yes
PERSONALIZATION,3.8,87,4.3,10000,Free,0,Everyone 10+,2018,yes,yes
TOOLS,4.6,20418,4.3,1000000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.3,29540,4.3,1000000,Free,0,Everyone,2016,yes,yes
TOOLS,4.1,14491,4.3,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.6,448,4.3,50000,Free,0,Everyone,2017,yes,yes
BOOKS_AND_REFERENCE,5,5,4.3,1000,Free,0,Everyone,2016,yes,yes
BOOKS_AND_REFERENCE,4.2,27,4.3,10000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.7,492,4.3,50000,Free,0,Everyone,2015,yes,yes
BUSINESS,4.6,14,4.3,500,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,472,4.3,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,14,4.3,1000,Free,0,Teen,2018,yes,yes
FAMILY,4.4,31,4.3,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,219,4.3,5000,Free,0,Everyone,2017,yes,yes
BUSINESS,3.5,125,4.3,10000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,2.6,13,4.3,1000,Free,0,Everyone,2016,yes,yes
FAMILY,2.2,54,4.3,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.7,175,4.3,10000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,3847,4.3,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,3.8,1205,4.3,100000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.6,7605,4.3,500000,Free,0,Everyone,2018,yes,yes
BUSINESS,5,1,4.3,5,Free,0,Everyone,2018,yes,yes
SPORTS,3,9,4.3,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.7,23,4.3,1000,Free,0,Everyone,2017,yes,yes
FAMILY,4.9,11,4.3,5000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.4,291901,4.3,10000000,Free,0,Mature 17+,2018,yes,yes
COMMUNICATION,4.1,55110,4.3,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,3.7,7,4.3,500,Free,0,Everyone,2017,yes,yes
COMMUNICATION,4.3,76498,4.3,1000000,Free,0,Teen,2018,yes,yes
PERSONALIZATION,3.8,153176,4.3,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.1,10786,4.3,1000000,Free,0,Everyone,2017,yes,yes
DATING,5,5,4.4,1000,Free,0,Mature 17+,2018,yes,yes
EDUCATION,4.2,3692,4.4,100000,Free,0,Everyone,2015,yes,yes
ENTERTAINMENT,4.3,64448,4.4,1000000,Free,0,Mature 17+,2018,yes,yes
EVENTS,4.4,4298,4.4,100000,Free,0,Everyone,2017,yes,yes
LIFESTYLE,4.6,815893,4.4,10000000,Free,0,Everyone,2018,yes,yes
MEDICAL,3.8,24,4.4,1000,Free,0,Everyone,2017,yes,yes
TOOLS,4.3,54207,4.4,5000000,Free,0,Everyone,2017,yes,yes
PARENTING,4.6,349,4.4,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.6,815280,4.4,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,1002,4.4,10000,Free,0,Everyone,2016,yes,yes
ART_AND_DESIGN,4.7,5754,4.4,100000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.1,585,4.4,50000,Free,0,Everyone,2018,yes,yes
FAMILY,4.8,53,4.4,1000,Free,0,Everyone,2018,yes,yes
GAME,4,82,4.4,5000,Free,0,Everyone,2015,yes,yes
PRODUCTIVITY,3.2,2728,4.4,500000,Free,0,Everyone,2016,yes,yes
NEWS_AND_MAGAZINES,4,677,4.4,10000,Free,0,Everyone,2017,yes,yes
SPORTS,4.3,1879,4.4,100000,Free,0,Everyone,2017,yes,yes
SOCIAL,4.1,8,4.4,100,Free,0,Teen,2017,yes,yes
LIFESTYLE,4.4,1740,4.4,50000,Free,0,Teen,2017,yes,yes
PRODUCTIVITY,4.4,688,4.4,50000,Free,0,Everyone,2018,yes,yes
TOOLS,4.3,1283,4.4,100000,Free,0,Everyone,2018,yes,yes
TOOLS,1,2,4.4,500,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.7,11,4.4,1000,Free,0,Everyone,2017,yes,yes
EVENTS,5,7,4.4,100,Free,0,Teen,2017,yes,yes
GAME,4.1,2208,4.4,500000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,6673,4.4,500000,Free,0,Everyone,2016,yes,yes
PRODUCTIVITY,4.7,5867,4.4,100000,Free,0,Everyone,2017,yes,yes
TRAVEL_AND_LOCAL,4.2,556,4.4,50000,Free,0,Everyone,2018,yes,yes
FINANCE,4.6,106,4.4,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,70,4.4,5000,Free,0,Teen,2017,yes,yes
PHOTOGRAPHY,4.3,316378,4.4,10000000,Free,0,Everyone,2017,yes,yes
AUTO_AND_VEHICLES,4,1288,4.5,100000,Free,0,Everyone,2018,yes,yes
DATING,4.8,84,4.5,1000,Free,0,Mature 17+,2018,yes,yes
DATING,4.7,478,4.5,10000,Free,0,Mature 17+,2018,yes,yes
DATING,4.7,158,4.5,10000,Free,0,Mature 17+,2018,yes,yes
ENTERTAINMENT,4,11656,4.5,1000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.4,46916,4.5,1000000,Free,0,Everyone,2018,yes,yes
FINANCE,4.1,4344,4.5,500000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.9,987,4.5,10000,Free,0,Everyone,2017,yes,yes
LIFESTYLE,4,5208,4.5,100000,Free,0,Teen,2017,yes,yes
PHOTOGRAPHY,4.2,4410,4.5,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.5,176873,4.5,1000000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.1,8,4.5,1000,Free,0,Everyone,2018,yes,yes
ART_AND_DESIGN,4.4,13,4.5,1000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.4,64,4.5,5000,Free,0,Teen,2017,yes,yes
FAMILY,4.1,41,4.5,1000,Free,0,Everyone,2018,yes,yes
FINANCE,4.5,1057,4.5,50000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.1,2063,4.5,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,5,15,4.5,100,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.8,4,4.5,500,Free,0,Everyone,2017,yes,yes
FAMILY,4.8,100,4.5,5000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.8,16,4.5,500,Free,0,Everyone,2017,yes,yes
TOOLS,5,6,4.5,50,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4,47,4.5,1000,Free,0,Everyone,2017,yes,yes
TOOLS,5,1,4.5,500,Free,0,Everyone,2017,yes,yes
GAME,3.9,85317,4.5,5000000,Free,0,Everyone,2018,yes,yes
FINANCE,4.8,4,4.5,1000,Free,0,Everyone,2017,yes,yes
NEWS_AND_MAGAZINES,4.2,2318,4.5,100000,Free,0,Everyone,2014,yes,yes
VIDEO_PLAYERS,4.5,83,4.5,5000,Free,0,Everyone,2018,yes,yes
TOOLS,4.4,19877,4.5,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.5,207,4.5,10000,Free,0,Everyone,2017,yes,yes
TOOLS,4.8,24,4.5,5000,Free,0,Everyone,2017,yes,yes
ART_AND_DESIGN,3.9,136,4.6,10000,Free,0,Everyone,2018,yes,yes
BEAUTY,4.7,257,4.6,50000,Free,0,Everyone,2017,yes,yes
ENTERTAINMENT,3.5,10939,4.6,10000000,Free,0,Everyone,2016,yes,yes
LIFESTYLE,4.1,360,4.6,10000,Free,0,Everyone,2014,yes,yes
MEDICAL,5,1,4.6,5,Free,0,Everyone,2018,yes,yes
SPORTS,4.4,63650,4.6,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.7,315,4.6,500000,Free,0,Everyone,2018,yes,yes
TOOLS,4,41137,4.6,1000000,Free,0,Everyone,2017,yes,yes
NEWS_AND_MAGAZINES,4.6,2090,4.6,50000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000,Free,0,Everyone 10+,2017,yes,yes
BOOKS_AND_REFERENCE,4.3,22401,4.6,500000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.3,903,4.6,1000000,Free,0,Teen,2018,yes,yes
NEWS_AND_MAGAZINES,4.5,76616,4.6,1000000,Free,0,Everyone 10+,2017,yes,yes
COMMUNICATION,3,39,4.6,10000,Free,0,Everyone,2017,yes,yes
FAMILY,2.6,17,4.6,5000,Free,0,Everyone,2018,yes,yes
GAME,4.1,1686,4.6,100000,Free,0,Teen,2015,yes,yes
TOOLS,4.3,13064,4.6,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.5,807,4.6,500000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.4,5,4.6,1000,Free,0,Everyone,2017,yes,yes
FAMILY,4.1,188,4.6,10000,Free,0,Everyone,2018,yes,yes
FINANCE,4.4,11,4.6,500,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,4.2,2543,4.6,100000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.1,5618,4.6,500000,Free,0,Teen,2018,yes,yes
BUSINESS,4.4,6997,4.6,100000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.8,332623,4.6,10000000,Free,0,Everyone,2018,yes,yes
GAME,5,5,4.6,10,Free,0,Everyone,2018,yes,yes
PARENTING,4.1,27,4.6,1000,Free,0,Everyone,2017,yes,yes
WEATHER,4.2,8723,4.6,500000,Free,0,Everyone,2014,yes,yes
AUTO_AND_VEHICLES,3.1,14,4.6,1000,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,4.1,1276,4.6,100000,Free,0,Everyone,2017,yes,yes
SOCIAL,4.3,24456,4.6,1000000,Free,0,Teen,2018,yes,yes
COMMUNICATION,4.1,26,4.6,1000,Free,0,Everyone,2017,yes,yes
FINANCE,4.5,3704,4.6,100000,Free,0,Everyone,2018,yes,yes
COMICS,4.5,144,4.7,10000,Free,0,Everyone,2018,yes,yes
COMICS,3.3,125,4.7,5000,Free,0,Teen,2018,yes,yes
COMMUNICATION,4.3,1133501,4.7,10000000,Free,0,Everyone,2016,yes,yes
DATING,4.8,125,4.7,5000,Free,0,Mature 17+,2018,yes,yes
SPORTS,4.2,798,4.7,50000,Free,0,Everyone 10+,2018,yes,yes
SPORTS,4.8,1660,4.7,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,428581,4.7,10000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.6,122424,4.7,5000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4,499,4.7,10000,Free,0,Everyone,2017,yes,yes
SOCIAL,3.2,185,4.7,10000,Free,0,Teen,2017,yes,yes
TOOLS,3.3,75,4.7,10000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.6,218451,4.7,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4,9,4.7,500,Free,0,Everyone,2018,yes,yes
TOOLS,3.2,24,4.7,10000,Free,0,Everyone,2016,yes,yes
COMICS,3.3,126,4.7,5000,Free,0,Teen,2018,yes,yes
FAMILY,3.2,304,4.7,10000,Free,0,Teen,2018,yes,yes
LIFESTYLE,3.3,25,4.7,1000,Free,0,Everyone,2015,yes,yes
FAMILY,3.6,13,4.7,500,Free,0,Everyone,2016,yes,yes
BUSINESS,4.4,9555,4.7,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.5,27820,4.7,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,1922,4.7,500000,Free,0,Everyone,2018,yes,yes
GAME,4.2,139432,4.7,10000000,Free,0,Everyone,2013,yes,yes
VIDEO_PLAYERS,3.3,6716,4.7,500000,Free,0,Mature 17+,2018,yes,yes
COMMUNICATION,4.3,1133539,4.7,10000000,Free,0,Everyone,2016,yes,yes
TOOLS,4.5,5174,4.7,100000,Free,0,Everyone,2018,yes,yes
WEATHER,4.1,1238,4.7,100000,Free,0,Everyone,2014,yes,yes
BUSINESS,5,3,4.7,100,Free,0,Everyone,2018,yes,yes
FINANCE,4.2,17,4.7,5000,Free,0,Everyone,2015,yes,yes
WEATHER,4.6,36900,4.8,500000,Free,0,Everyone,2018,yes,yes
FAMILY,3.6,1354,4.8,500000,Free,0,Mature 17+,2017,yes,yes
LIFESTYLE,3.8,38,4.8,5000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.4,5599,4.8,500000,Free,0,Everyone,2016,yes,yes
VIDEO_PLAYERS,3.3,171,4.8,10000,Free,0,Everyone,2017,yes,yes
TOOLS,2.2,4,4.8,500,Free,0,Everyone,2018,yes,yes
GAME,3.9,20,4.8,10000,Free,0,Everyone,2018,yes,yes
GAME,3.7,11,4.8,5000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,20,4.8,1000,Free,0,Everyone,2017,yes,yes
SPORTS,4.5,2710,4.8,100000,Free,0,Everyone,2017,yes,yes
PRODUCTIVITY,5,3,4.8,100,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.2,329,4.8,100000,Free,0,Everyone,2017,yes,yes
FAMILY,3.9,139,4.8,50000,Free,0,Everyone,2018,yes,yes
FAMILY,3.2,24,4.8,5000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,2.9,30,4.8,5000,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,4.5,67707,4.8,1000000,Free,0,Everyone,2016,yes,yes
NEWS_AND_MAGAZINES,4.5,171,4.8,10000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.2,6969,4.8,100000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,2.1,83,4.8,5000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.7,37090,4.8,500000,Free,0,Teen,2018,yes,yes
FINANCE,4.3,20,4.8,500,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,Free,0,Mature 17+,2014,yes,yes
COMICS,4.6,24005,4.9,500000,Free,0,Adults only 18+,2018,yes,yes
DATING,4.7,6,4.9,100,Free,0,Mature 17+,2018,yes,yes
DATING,4.8,110,4.9,10000,Free,0,Mature 17+,2018,yes,yes
DATING,4.8,20,4.9,500,Free,0,Mature 17+,2018,yes,yes
DATING,4.9,776,4.9,5000,Free,0,Mature 17+,2018,yes,yes
DATING,4.2,24,4.9,1000,Free,0,Mature 17+,2018,yes,yes
GAME,4.2,17039,4.9,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,17044,4.9,5000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4,5855,4.9,1000000,Free,0,Everyone,2018,yes,yes
PARENTING,4.6,60,4.9,10000,Free,0,Everyone,2018,yes,yes
TOOLS,4.5,162335,4.9,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,1657,4.9,100000,Free,0,Everyone,2018,yes,yes
GAME,3.6,214,4.9,50000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.2,202,4.9,10000,Free,0,Everyone,2016,yes,yes
PERSONALIZATION,3,12,4.9,500,Free,0,Everyone,2018,yes,yes
VIDEO_PLAYERS,3.7,430643,4.9,50000000,Free,0,Everyone,2018,yes,yes
TOOLS,2,2221,4.9,5000000,Free,0,Everyone,2017,yes,yes
VIDEO_PLAYERS,3.4,4334,4.9,100000,Free,0,Everyone,2015,yes,yes
GAME,1,1,4.9,1000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.4,34,4.9,10000,Free,0,Everyone,2015,yes,yes
LIFESTYLE,3.8,2548,4.9,100000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,593,4.9,100000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.2,182,4.9,5000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.4,72161,4.9,1000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.9,1638,4.9,100000,Free,0,Everyone,2018,yes,yes
SPORTS,4.4,16,4.9,1000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.2,5775,4.9,500000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.8,116507,5,1000000,Free,0,Teen,2018,yes,yes
DATING,3.9,10212,5,1000000,Free,0,Mature 17+,2018,yes,yes
DATING,3.4,2519,5,100000,Free,0,Mature 17+,2018,yes,yes
DATING,3.5,2593,5,500000,Free,0,Mature 17+,2018,yes,yes
DATING,4.6,185,5,10000,Free,0,Mature 17+,2018,yes,yes
DATING,4.7,18,5,500,Free,0,Mature 17+,2018,yes,yes
DATING,5,6,5,100,Free,0,Mature 17+,2018,yes,yes
DATING,5,5,5,100,Free,0,Mature 17+,2018,yes,yes
FINANCE,4.2,283,5,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.3,7287,5,1000000,Free,0,Everyone,2016,yes,yes
PARENTING,4.6,1002,5,50000,Free,0,Everyone,2016,yes,yes
FAMILY,4.6,498,5,50000,Free,0,Everyone,2017,yes,yes
TOOLS,4.6,351267,5,10000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.6,16936,5,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.2,533,5,10000,Free,0,Everyone,2017,yes,yes
TOOLS,3.4,29854,5,1000000,Free,0,Everyone,2017,yes,yes
TOOLS,3.7,822,5,50000,Free,0,Everyone,2017,yes,yes
TOOLS,4.3,1602,5,100000,Free,0,Everyone,2018,yes,yes
WEATHER,4,1185,5,100000,Free,0,Everyone,2018,yes,yes
TOOLS,3.3,27,5,5000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.2,2509,5,1000000,Free,0,Mature 17+,2018,yes,yes
BOOKS_AND_REFERENCE,4.9,659,5,10000,Free,0,Everyone,2017,yes,yes
LIFESTYLE,4,7808,5,1000000,Free,0,Everyone,2015,yes,yes
NEWS_AND_MAGAZINES,4.3,117,5,10000,Free,0,Everyone,2016,yes,yes
LIFESTYLE,4.3,707,5,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.2,251,5,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,167974,5,500000,Free,0,Everyone,2018,yes,yes
BUSINESS,3.7,3757,5,1000000,Free,0,Everyone,2016,yes,yes
BUSINESS,3.6,125,5,10000,Free,0,Everyone,2015,yes,yes
WEATHER,4,9307,5,1000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.5,41331,5,5000000,Free,0,Everyone,2018,yes,yes
TOOLS,3.9,8780,5,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.5,57449,5,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,9,5,500,Free,0,Everyone,2017,yes,yes
FAMILY,4.9,38,5,1000,Free,0,Everyone,2017,yes,yes
FINANCE,2.5,2,5,1000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,3.9,162,5,10000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,105,5,10000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,5,10,5,100,Free,0,Everyone,2018,yes,yes
FAMILY,3.5,191,5,50000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.9,82,5,5000,Free,0,Everyone,2016,yes,yes
TOOLS,4.2,24,5,1000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.2,112384,5,5000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,3.9,13698,5.1,10000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.2,88427,5.1,5000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.8,4075,5.1,500000,Free,0,Everyone,2018,yes,yes
HOUSE_AND_HOME,4,7508,5.1,1000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,4.3,601,5.1,100000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.4,294701,5.1,10000000,Free,0,Teen,2018,yes,yes
PRODUCTIVITY,4.5,9653,5.1,1000000,Free,0,Everyone,2018,yes,yes
SOCIAL,3.8,826,5.1,500000,Free,0,Teen,2018,yes,yes
TOOLS,4.1,3315,5.1,500000,Free,0,Everyone,2018,yes,yes
TOOLS,3.4,7816,5.1,1000000,Free,0,Everyone,2016,yes,yes
EVENTS,4.7,120,5.1,10000,Free,0,Everyone,2018,yes,yes
GAME,4.5,5849,5.1,500000,Free,0,Everyone,2017,yes,yes
WEATHER,3.3,115,5.1,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,367,5.1,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.6,35121,5.1,5000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4,802,5.1,100000,Free,0,Everyone,2017,yes,yes
PERSONALIZATION,4.4,2839,5.1,100000,Free,0,Everyone,2014,yes,yes
FAMILY,4.1,101,5.1,1000,Free,0,Everyone,2017,yes,yes
FINANCE,4.8,4,5.1,50,Free,0,Everyone,2018,yes,yes
TOOLS,4.6,2246379,5.1,50000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.5,8,5.1,500,Free,0,Everyone,2018,yes,yes
FAMILY,4.7,6,5.1,1000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,3.8,4813,5.1,100000,Free,0,Everyone,2016,yes,yes
GAME,3.3,19291,5.1,1000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.5,92,5.1,10000,Free,0,Everyone,2017,yes,yes
SOCIAL,4.2,17,5.1,1000,Free,0,Teen,2013,yes,yes
BUSINESS,4.7,87,5.1,10000,Free,0,Everyone,2017,yes,yes
VIDEO_PLAYERS,4.3,20,5.1,5000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4,13469,5.1,1000000,Free,0,Everyone,2018,yes,yes
ART_AND_DESIGN,4.1,227,5.2,50000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.3,16195,5.2,1000000,Free,0,Everyone,2016,yes,yes
SPORTS,4.5,5517,5.2,500000,Free,0,Everyone,2018,yes,yes
PARENTING,4.4,5343,5.2,1000000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.1,2909,5.2,100000,Free,0,Everyone,2018,yes,yes
TOOLS,3.9,145,5.2,50000,Free,0,Everyone,2018,yes,yes
TOOLS,3.8,40934,5.2,1000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.4,1520,5.2,100000,Free,0,Everyone,2016,yes,yes
FAMILY,4,1469,5.2,100000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.8,1902,5.2,100000,Free,0,Everyone,2014,yes,yes
FAMILY,1.8,5,5.2,1000,Free,0,Everyone,2017,yes,yes
BUSINESS,2.4,16,5.2,500,Free,0,Everyone,2016,yes,yes
FAMILY,4.3,1364,5.2,100000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.7,6,5.2,100,Free,0,Everyone,2017,yes,yes
FAMILY,2.3,10,5.2,1000,Free,0,Everyone,2017,yes,yes
TOOLS,2.7,7,5.2,500,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.3,46242,5.2,1000000,Free,0,Everyone,2016,yes,yes
COMMUNICATION,3.5,11,5.2,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,1007,5.2,100000,Free,0,Everyone,2018,yes,yes
TOOLS,3.6,12993,5.2,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.7,15,5.2,1000,Free,0,Everyone,2016,yes,yes
LIFESTYLE,3.6,30,5.2,5000,Free,0,Everyone,2015,yes,yes
GAME,4.6,568391,5.2,5000000,Free,0,Teen,2014,yes,yes
EDUCATION,4.6,73404,5.3,1000000,Free,0,Everyone,2017,yes,yes
EDUCATION,4.7,19277,5.3,1000000,Free,0,Everyone,2017,yes,yes
HOUSE_AND_HOME,4.1,2427,5.3,500000,Free,0,Everyone,2015,yes,yes
SOCIAL,4.6,225103,5.3,5000000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.4,540930,5.3,10000000,Free,0,Teen,2018,yes,yes
TOOLS,4,26189,5.3,10000000,Free,0,Everyone,2018,yes,yes
